Date,SP500,HANGSENG,KOSPI
2012-05-18,1295.219970703125,18951.849609375,1782.4599609375
2012-05-21,1315.989990234375,18922.3203125,1799.1300048828125
2012-05-22,1316.6300048828125,19039.150390625,1828.68994140625
2012-05-23,1318.8599853515625,18786.189453125,1808.6199951171875
2012-05-24,1320.6800537109375,18666.400390625,1814.469970703125
2012-05-25,1317.8199462890625,18713.41015625,1824.1700439453125
2012-05-29,1332.4200439453125,19055.4609375,1849.9100341796875
2012-05-30,1313.3199462890625,18690.220703125,1844.8599853515625
2012-05-31,1310.3299560546875,18629.51953125,1843.469970703125
2012-06-01,1278.0400390625,18558.33984375,1834.510009765625
2012-06-04,1278.1800537109375,18185.58984375,1783.1300048828125
2012-06-05,1285.5,18259.029296875,1801.8499755859375
2012-06-07,1314.989990234375,18678.2890625,1847.949951171875
2012-06-08,1325.6600341796875,18502.33984375,1835.6400146484375
2012-06-11,1308.9300537109375,18953.630859375,1867.0400390625
2012-06-12,1324.1800537109375,18872.560546875,1854.739990234375
2012-06-13,1314.8800048828125,19026.51953125,1859.3199462890625
2012-06-14,1329.0999755859375,18808.400390625,1871.47998046875
2012-06-15,1342.8399658203125,19233.939453125,1858.1600341796875
2012-06-18,1344.780029296875,19427.810546875,1891.7099609375
2012-06-19,1357.97998046875,19416.669921875,1891.77001953125
2012-06-20,1355.68994140625,19518.849609375,1904.1199951171875
2012-06-21,1325.510009765625,19265.0703125,1889.1500244140625
2012-06-22,1335.02001953125,18995.130859375,1847.3900146484375
2012-06-25,1313.719970703125,18897.44921875,1825.3800048828125
2012-06-26,1319.989990234375,18981.83984375,1817.81005859375
2012-06-27,1331.8499755859375,19176.94921875,1817.6500244140625
2012-06-28,1329.0400390625,19025.26953125,1819.1800537109375
2012-06-29,1362.1600341796875,19441.4609375,1854.010009765625
2012-07-03,1374.02001953125,19735.529296875,1867.8199462890625
2012-07-05,1367.5799560546875,19809.130859375,1875.489990234375
2012-07-06,1354.6800537109375,19800.640625,1858.199951171875
2012-07-09,1352.4599609375,19428.08984375,1836.1300048828125
2012-07-10,1341.469970703125,19396.359375,1829.449951171875
2012-07-11,1341.449951171875,19419.869140625,1826.3900146484375
2012-07-12,1334.760009765625,19025.109375,1785.3900146484375
2012-07-13,1356.780029296875,19092.630859375,1812.8900146484375
2012-07-16,1353.6400146484375,19121.33984375,1817.7900390625
2012-07-17,1363.6700439453125,19455.330078125,1821.9599609375
2012-07-18,1372.780029296875,19239.880859375,1794.9100341796875
2012-07-19,1376.510009765625,19559.05078125,1822.9599609375
2012-07-20,1362.6600341796875,19640.80078125,1822.9300537109375
2012-07-23,1350.52001953125,19053.470703125,1789.43994140625
2012-07-24,1338.31005859375,18903.19921875,1793.9300537109375
2012-07-25,1337.8900146484375,18877.330078125,1769.31005859375
2012-07-26,1360.02001953125,18892.7890625,1782.469970703125
2012-07-27,1385.969970703125,19274.9609375,1829.1600341796875
2012-07-30,1385.300048828125,19585.400390625,1843.7900390625
2012-07-31,1379.3199462890625,19796.810546875,1881.989990234375
2012-08-01,1375.3199462890625,19820.380859375,1879.9300537109375
2012-08-02,1365.0,19690.19921875,1869.4000244140625
2012-08-03,1390.989990234375,19666.1796875,1848.6800537109375
2012-08-06,1394.22998046875,19998.720703125,1885.8800048828125
2012-08-07,1401.3499755859375,20072.55078125,1886.800048828125
2012-08-08,1402.219970703125,20065.51953125,1903.22998046875
2012-08-09,1402.800048828125,20269.470703125,1940.5899658203125
2012-08-10,1405.8699951171875,20136.119140625,1946.4000244140625
2012-08-13,1404.1099853515625,20081.359375,1932.43994140625
2012-08-14,1403.9300537109375,20291.6796875,1956.9599609375
2012-08-16,1415.510009765625,19962.94921875,1957.9100341796875
2012-08-17,1418.1600341796875,20116.0703125,1946.5400390625
2012-08-20,1418.1300048828125,20104.26953125,1946.31005859375
2012-08-21,1413.1700439453125,20100.08984375,1943.219970703125
2012-08-22,1413.489990234375,19887.779296875,1935.18994140625
2012-08-23,1402.0799560546875,20132.240234375,1942.5400390625
2012-08-24,1411.1300048828125,19880.029296875,1919.81005859375
2012-08-27,1410.43994140625,19798.669921875,1917.8699951171875
2012-08-28,1409.300048828125,19811.80078125,1916.3299560546875
2012-08-29,1410.489990234375,19788.509765625,1928.5400390625
2012-08-30,1399.47998046875,19552.91015625,1906.3800048828125
2012-08-31,1406.5799560546875,19482.5703125,1905.1199951171875
2012-09-04,1404.93994140625,19429.91015625,1907.1300048828125
2012-09-05,1403.43994140625,19145.0703125,1874.030029296875
2012-09-06,1432.1199951171875,19209.30078125,1881.239990234375
2012-09-07,1437.9200439453125,19802.16015625,1929.5799560546875
2012-09-10,1429.0799560546875,19827.169921875,1924.699951171875
2012-09-11,1433.56005859375,19857.880859375,1920.0
2012-09-12,1436.56005859375,20075.390625,1950.030029296875
2012-09-13,1459.989990234375,20047.630859375,1950.68994140625
2012-09-14,1465.77001953125,20629.779296875,2007.5799560546875
2012-09-17,1461.18994140625,20658.109375,2002.3499755859375
2012-09-18,1459.3199462890625,20601.9296875,2004.9599609375
2012-09-19,1461.050048828125,20841.91015625,2007.8800048828125
2012-09-20,1460.260009765625,20590.919921875,1990.3299560546875
2012-09-21,1460.1500244140625,20734.939453125,2002.3699951171875
2012-09-24,1456.8900146484375,20694.69921875,2003.43994140625
2012-09-25,1441.5899658203125,20698.6796875,1991.4100341796875
2012-09-26,1433.3199462890625,20527.73046875,1980.43994140625
2012-09-27,1447.1500244140625,20762.2890625,1988.699951171875
2012-09-28,1440.6700439453125,20840.380859375,1996.2099609375
2012-10-04,1461.4000244140625,20907.94921875,1992.6800537109375
2012-10-05,1460.9300537109375,21012.380859375,1995.1700439453125
2012-10-08,1455.8800048828125,20824.560546875,1981.8900146484375
2012-10-09,1441.47998046875,20937.279296875,1979.0400390625
2012-10-10,1432.56005859375,20919.599609375,1948.219970703125
2012-10-11,1432.8399658203125,20999.05078125,1933.0899658203125
2012-10-12,1428.5899658203125,21136.4296875,1933.260009765625
2012-10-15,1440.1300048828125,21148.25,1925.5899658203125
2012-10-16,1454.9200439453125,21207.0703125,1941.5400390625
2012-10-17,1460.9100341796875,21416.640625,1955.1500244140625
2012-10-18,1457.3399658203125,21518.7109375,1959.1199951171875
2012-10-19,1433.18994140625,21551.759765625,1943.8399658203125
2012-10-22,1433.8199462890625,21697.55078125,1941.5899658203125
2012-10-24,1408.75,21763.779296875,1913.9599609375
2012-10-25,1412.969970703125,21810.23046875,1924.5
2012-10-26,1411.93994140625,21545.5703125,1891.4300537109375
2012-10-31,1412.1600341796875,21641.8203125,1912.06005859375
2012-11-01,1427.5899658203125,21821.869140625,1898.43994140625
2012-11-02,1414.199951171875,22111.330078125,1918.719970703125
2012-11-05,1417.260009765625,22006.400390625,1908.219970703125
2012-11-06,1428.3900146484375,21944.4296875,1928.1700439453125
2012-11-07,1394.530029296875,22099.849609375,1937.550048828125
2012-11-08,1377.510009765625,21566.91015625,1914.4100341796875
2012-11-09,1379.8499755859375,21384.380859375,1904.4100341796875
2012-11-12,1380.030029296875,21430.30078125,1900.8699951171875
2012-11-13,1374.530029296875,21188.650390625,1889.699951171875
2012-11-14,1355.489990234375,21441.990234375,1894.0400390625
2012-11-15,1353.3299560546875,21108.9296875,1870.719970703125
